fuel_efficiency,location,make,price,vechile features,car make,type,model,year,odometer,body,transmission,Number of cylinders,capacity,fuel type
11,QLD,2004 Toyota Corolla Ascent Manual,"2,780","Odometer
265,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2004,"265,000",Sedan,Manual,4,1.8,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Auto,"17,000","Odometer
60,160 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"60,160",Hatch,Automatic,4,1.8,Petrol
11,VIC,2014 Toyota Corolla SX Manual,"16,500","Odometer
67,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla SX Manual,Corolla,2014,"67,000",Sedan,Manual,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Auto,"15,990","Odometer
32,137 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"32,137",Hatch,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Auto,"15,888","Odometer
39,838 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"39,838",Hatch,Automatic,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Auto,"9,850","Odometer
115,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"115,000",Sedan,Automatic,4,1.8,Petrol
11,NSW,2014 Toyota Corolla Ascent Sport Auto,"19,990","Odometer
38,531 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"38,531",Hatch,Automatic,4,1.8,Petrol
11,SA,2014 Toyota Corolla Ascent Auto,"18,990","Odometer
23,708 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"23,708",Hatch,Automatic,4,1.8,Petrol
11,SA,1998 Toyota Corolla Conquest Auto,"3,000","Odometer
150,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,1998,"150,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,000","Odometer
68,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"68,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,2008 Toyota Corolla Ascent Auto,"11,290","Odometer
101,931 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"101,931",Hatch,Automatic,4,1.8,Petrol
11,VIC,2007 Toyota Corolla Ascent Auto,"9,000","Odometer
98,591 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"98,591",Hatch,Automatic,4,1.8,Petrol
11,QLD,2007 Toyota Corolla Ascent Auto,"8,500","Odometer
119,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"119,000",Sedan,Automatic,4,1.8,Petrol
11,VIC,2007 Toyota Corolla Ascent Auto,"7,500","Odometer
121,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"121,000",Sedan,Automatic,4,1.8,Petrol
11,VIC,2006 Toyota Corolla Ascent Auto,"5,900","Odometer
180,000 km


Body
Wagon


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"180,000",Wagon,Automatic,4,1.8,Petrol
11,VIC,2001 Toyota Corolla Ascent Auto,"3,500","Odometer
146,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2001,"146,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,1994 Toyota Corolla Ultima Auto,"1,999","Odometer
183,601 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ultima Auto,Corolla,1994,"183,601",Sedan,Automatic,4,1.8,Petrol
11,SA,1999 Toyota Corolla CSi Seca Manual,"1,500","Odometer
182,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Seca Manual,Corolla,1999,"182,000",Hatch,Manual,4,1.6,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"16,988","Odometer
47,410 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"47,410",Hatch,Automatic,4,1.8,Petrol
11,VIC,2013 Toyota Corolla Ascent Auto,"16,888","Odometer
49,855 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"49,855",Hatch,Automatic,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Ascent Auto,"14,760","Odometer
65,966 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"65,966",Sedan,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,000","Odometer
88,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"88,500",Hatch,Automatic,4,1.8,Petrol
11,NSW,2008 Toyota Corolla Conquest Auto,"11,990","Odometer
96,604 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2008,"96,604",Hatch,Automatic,4,1.8,Petrol
11,NSW,1995 Toyota Corolla CSi Manual,"1,600","Odometer
207,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Manual,Corolla,1995,"207,000",Sedan,Manual,4,1.6,Petrol
11,NSW,2014 Toyota Corolla Ascent Sport Auto,"21,990","Odometer
10,561 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"10,561",Hatch,Automatic,4,1.8,Petrol
11,NSW,2014 Toyota Corolla Ascent Auto,"16,777","Odometer
35,396 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"35,396",Sedan,Automatic,4,1.8,Petrol
11,VIC,2014 Toyota Corolla Ascent Auto,"16,990","Odometer
57,932 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"57,932",Sedan,Automatic,4,1.8,Petrol
11,NSW,2004 Toyota Corolla Ascent Sport Auto,"9,990","Odometer
88,439 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2004,"88,439",Hatch,Automatic,4,1.8,Petrol
11,NSW,2014 Toyota Corolla Ascent Auto,"14,990","Odometer
41,823 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"41,823",Hatch,Automatic,4,1.8,Petrol
11,NSW,1999 Toyota Corolla CSi Seca Auto,"2,000","Odometer
200,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Seca Auto,Corolla,1999,"200,000",Hatch,Automatic,4,1.6,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Auto,"18,877","Odometer
21,565 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"21,565",Hatch,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Auto,"14,650","Odometer
65,489 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"65,489",Sedan,Automatic,4,1.8,Petrol
11,QLD,2008 Toyota Corolla Ascent Auto,"10,990","Odometer
133,235 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"133,235",Hatch,Automatic,4,1.8,Petrol
11,WA,2007 Toyota Corolla Ascent Manual,"7,500","Odometer
75,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2007,"75,000",Sedan,Manual,4,1.8,Petrol
11,SA,2001 Toyota Corolla Ascent Auto,"6,990","Odometer
150,905 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2001,"150,905",Sedan,Automatic,4,1.8,Petrol
11,VIC,1999 Toyota Corolla Levin Conquest Auto,"2,799","Odometer
218,650 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin Conquest Auto,Corolla,1999,"218,650",Hatch,Automatic,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Ascent Auto,"15,990","Odometer
93,887 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"93,887",Hatch,Automatic,4,1.8,Petrol
11,SA,2014 Toyota Corolla Ascent Auto,"15,990","Odometer
39,030 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"39,030",Sedan,Automatic,4,1.8,Petrol
11,NT,2008 Toyota Corolla Ascent Auto,"8,980","Odometer
113,438 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"113,438",Hatch,Automatic,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Auto,"6,999","Odometer
100,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"100,000",Hatch,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Auto,"15,490","Odometer
59,416 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"59,416",Sedan,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Ascent Auto,"8,450","Odometer
135,293 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"135,293",Hatch,Automatic,4,1.8,Petrol
11,NSW,1998 Toyota Corolla CSi Seca Auto,"3,000","Odometer
182,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Seca Auto,Corolla,1998,"182,000",Hatch,Automatic,4,1.6,Petrol
11,ACT,1999 Toyota Corolla CSi Manual,"2,299","Odometer
247,416 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Manual,Corolla,1999,"247,416",Sedan,Manual,4,1.6,Petrol
11,NSW,2001 Toyota Corolla Ascent Manual,"2,295","Odometer
347,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2001,"347,000",Hatch,Manual,4,1.8,Petrol
11,QLD,1999 Toyota Corolla CSi Seca Auto,"2,150","Odometer
223,120 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Seca Auto,Corolla,1999,"223,120",Hatch,Automatic,4,1.6,Petrol
11,TAS,2013 Toyota Corolla Ascent Auto,"13,200","Odometer
39,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"39,000",Sedan,Automatic,4,1.8,Petrol
11,NSW,2003 Toyota Corolla Conquest Auto,"7,990","Odometer
79,946 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2003,"79,946",Sedan,Automatic,4,1.8,Petrol
11,NSW,2001 Toyota Corolla Ascent Auto,"5,100","Odometer
110,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2001,"110,000",Sedan,Automatic,4,1.8,Petrol
11,NSW,2001 Toyota Corolla Ascent Manual,"3,000","Odometer
188,960 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2001,"188,960",Hatch,Manual,4,1.8,Petrol
11,NSW,2002 Toyota Corolla Conquest Manual,"3,000","Odometer
254,486 km


Body
Wagon


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Manual,Corolla,2002,"254,486",Wagon,Manual,4,1.8,Petrol
11,QLD,1998 Toyota Corolla CSi Manual,"1,300","Odometer
280,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Manual,Corolla,1998,"280,000",Sedan,Manual,4,1.6,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Auto,"18,500","Odometer
17,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"17,500",Hatch,Automatic,4,1.8,Petrol
11,VIC,"2011 Toyota Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,888","Odometer
60,599 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"60,599",Hatch,Manual,4,1.8,Petrol
11,SA,"2011 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","10,395","Odometer
115,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"115,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,1996 Toyota Corolla CSi Auto,"2,800","Odometer
234,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Auto,Corolla,1996,"234,000",Sedan,Automatic,4,1.6,Petrol
11,NSW,2001 Toyota Corolla Ascent Manual,"2,000","Odometer
230,946 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2001,"230,946",Hatch,Manual,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ultima Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","17,500","Odometer
70,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 2.0L Petrol",Toyota,"Corolla Ultima Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"70,000",Sedan,Automatic,4,2.0,Petrol
11,VIC,2012 Toyota Corolla Ascent Sport Auto,"11,000","Odometer
119,976 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"119,976",Hatch,Automatic,4,1.8,Petrol
11,NSW,2000 Toyota Corolla Ultima Auto,"3,500","Odometer
163,306 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ultima Auto,Corolla,2000,"163,306",Sedan,Automatic,4,1.8,Petrol
11,VIC,1989 Toyota Corolla CS Auto,"1,350","Odometer
212,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CS Auto,Corolla,1989,"212,000",Hatch,Automatic,4,1.6,Petrol
11,NSW,2014 Toyota Corolla Ascent Auto,"17,000","Odometer
24,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"24,000",Sedan,Automatic,4,1.8,Petrol
11,SA,2014 Toyota Corolla Ascent Auto,"16,990","Odometer
41,660 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"41,660",Hatch,Automatic,4,1.8,Petrol
11,VIC,2005 Toyota Corolla Ascent Auto,"8,990","Odometer
99,675 km


Body
Wagon


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2005,"99,675",Wagon,Automatic,4,1.8,Petrol
11,NSW,2003 Toyota Corolla Conquest Manual,"3,750","Odometer
230,000 km


Body
Wagon


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Manual,Corolla,2003,"230,000",Wagon,Manual,4,1.8,Petrol
11,QLD,1999 Toyota Corolla Conquest Auto,"3,000","Odometer
129,100 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,1999,"129,100",Hatch,Automatic,4,1.8,Petrol
11,SA,1998 Toyota Corolla CSX Manual,"2,499","Odometer
185,088 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla CSX Manual,Corolla,1998,"185,088",Hatch,Manual,4,1.8,Petrol
11,TAS,2000 Toyota Corolla Conquest Seca Manual,"1,200","Odometer
268,900 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Seca Manual,Corolla,2000,"268,900",Hatch,Manual,4,1.8,Petrol
11,NSW,1995 Toyota Corolla CSX Seca Auto,750,"Odometer
230,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla CSX Seca Auto,Corolla,1995,"230,000",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Levin ZR Auto,"29,990","Odometer
15,498 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2015,"15,498",Hatch,Automatic,4,1.8,Petrol
11,VIC,2015 Toyota Corolla Ascent Auto,"19,990","Odometer
29,722 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"29,722",Hatch,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Levin ZR Manual,"9,999","Odometer
199,500 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Manual,Corolla,2007,"199,500",Hatch,Manual,4,1.8,Petrol
11,QLD,2006 Toyota Corolla Ascent Auto,"6,340","Odometer
190,158 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"190,158",Hatch,Automatic,4,1.8,Petrol
11,VIC,1999 Toyota Corolla CSi Manual,"2,999","Odometer
128,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Manual,Corolla,1999,"128,000",Sedan,Manual,4,1.6,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"20,800","Odometer
1,545 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"1,545",Hatch,Automatic,4,1.8,Petrol
11,SA,2014 Toyota Corolla Ascent Auto,"18,990","Odometer
26,748 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"26,748",Sedan,Automatic,4,1.8,Petrol
11,SA,2012 Toyota Corolla Ascent Auto,"16,880","Odometer
11,640 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2012,"11,640",Hatch,Automatic,4,1.8,Petrol
11,QLD,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","10,790","Odometer
87,482 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"87,482",Sedan,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Sport Manual 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","9,990","Odometer
103,113 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Manual 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"103,113",Hatch,Manual,4,1.8,Petrol
11,WA,2007 Toyota Corolla Ascent Auto,"7,990","Odometer
97,158 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"97,158",Hatch,Automatic,4,1.8,Petrol
11,NSW,2005 Toyota Corolla Ascent Auto,"6,599","Odometer
143,369 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2005,"143,369",Sedan,Automatic,4,1.8,Petrol
11,NSW,1999 Toyota Corolla Conquest Auto,"3,000","Odometer
102,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,1999,"102,000",Sedan,Automatic,4,1.8,Petrol
11,ACT,1997 Toyota Corolla CSi Manual,"1,900","Odometer
230,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Manual,Corolla,1997,"230,000",Sedan,Manual,4,1.6,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"18,990","Odometer
28,204 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"28,204",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"18,888","Odometer
13,822 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"13,822",Hatch,Automatic,4,1.8,Petrol
11,NSW,2012 Toyota Corolla Ascent Sport Manual,"13,800","Odometer
39,700 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2012,"39,700",Hatch,Manual,4,1.8,Petrol
11,NSW,2009 Toyota Corolla Ascent Manual,"9,500","Odometer
71,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2009,"71,000",Sedan,Manual,4,1.8,Petrol
11,VIC,2004 Toyota Corolla Ascent Manual,"3,890","Odometer
210,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2004,"210,000",Sedan,Manual,4,1.8,Petrol
11,QLD,1994 Toyota Corolla CSi Limited Seca Manual,"1,500","Odometer
224,631 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Limited Seca Manual,Corolla,1994,"224,631",Hatch,Manual,4,1.6,Petrol
11,NSW,2013 Toyota Corolla Levin ZR Auto,"23,500","Odometer
30,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2013,"30,000",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Sport Auto,"20,900","Odometer
7,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"7,000",Hatch,Automatic,4,1.8,Petrol
11,VIC,2010 Toyota Corolla Ascent Auto,"11,500","Odometer
80,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2010,"80,000",Sedan,Automatic,4,1.8,Petrol
11,VIC,2000 Toyota Corolla Ascent Seca Auto,"2,990","Odometer
270,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Seca Auto,Corolla,2000,"270,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,2001 Toyota Corolla Ascent Manual,"2,800","Odometer
154,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2001,"154,000",Hatch,Manual,4,1.8,Petrol
11,VIC,1996 Toyota Corolla CSi Seca Auto,"2,200","Odometer
273,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Seca Auto,Corolla,1996,"273,500",Hatch,Automatic,4,1.6,Petrol
11,NSW,2014 Toyota Corolla Ascent Auto,"16,990","Odometer
82,622 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"82,622",Hatch,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"16,990","Odometer
45,561 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"45,561",Sedan,Automatic,4,1.8,Petrol
11,ACT,2014 Toyota Corolla Ascent Auto,"15,990","Odometer
69,593 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"69,593",Hatch,Automatic,4,1.8,Petrol
11,QLD,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,488","Odometer
44,075 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"44,075",Sedan,Automatic,4,1.8,Petrol
11,QLD,2009 Toyota Corolla Ascent Auto,"10,000","Odometer
92,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2009,"92,500",Hatch,Automatic,4,1.8,Petrol
11,VIC,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","9,900","Odometer
130,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"130,000",Hatch,Automatic,4,1.8,Petrol
